"Mother of Pearl","Organic","","Nacre","Shell","CaCO3 (Aragonite)","Organic","2.5","4.5","Expert","Dry Tumble/Hand Polish","Requires heavy plastic media; Too soft for grit tumbling;","often requires sanding. use specialized compounds. Layers flake/peel away easily."
"Mtorolite","Quartz","Quartz","Mtorolite","Mtorolite Chalcedony","Chalcedony (Chromium-Bearing)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","Similar hardness to other chalcedony; can be mixed in hard loads",""
"Mystic Merlinite","Gabbro","","Mystic Merlinite","Indigo Gabbro","Gabbroic Igneous Rock","Rock","6.0","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","","Mottled black/white/purple; behaves like other gabbros"
"Natrolite","Zeolite","","Needle Zeolite","","Na2Al2Si3O10·2H2O","Mineral","5","5.5","Advanced","120/220 -> 500 -> Polish","often results in lumpy non-smooth shape. extremely brittle.","Avoid sharp edges; Fibrous structure;"
"Nebula Stone","Metamorphic","","Nebula Stone","","Riebeckite and Aegirine in Orthoclase","Rock","6.0","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","","Black with green eyes; tough"
"Novaculite","Chert","Quartz","Novaculite","Novaculite Stone","Microcrystalline Quartz","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","often yields extremely smooth surfaces","Very fine-grained and tough;"
"Nuummite","Metamorphic","","Nuummite","Sorcerer's Stone","Amphibole Rock (Gedrite/Anthophyllite)","Rock","5.5","6.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","tough but can undercut","Iridescent flashes;"
"Obsidian (Black)","Volcanic Glass","","Glassy Lava","","Volcanic Glass","Rock","5","5.5","Intermediate","120/220 -> 500 -> Polish","Must use ceramic media/cushioning; avoid coarse grit. bruises/chips easily.","Natural glass; classic tumbling material. Sharp edges;"
"Obsidian (Fancy)","Volcanic Glass","","Snowflake","Mahogany; Smoky Obsidian; Apache Tears; Snowflake Obsidian Stone; Snowflake Obsidian; Mahogany Obsidian Stone; Mahogany Obsidian; Rainbow Obsidian Stone; Rainbow Obsidian; Rainbow; Sheen Obsidian Stone; Sheen Obsidian; Sheen; Gold Sheen Obsidian Stone; Gold Sheen Obsidian; Gold Sheen; Silver Sheen Obsidian Stone; Silver Sheen Obsidian; Silver Sheen; Apache Tears Obsidian; Midnight Lace; Midnight Lace Obsidian; Green Obsidian Stone; Green Obsidian; Green; Blue Obsidian Stone; Blue Obsidian; Blue; Pumpkin Obsidian Stone; Pumpkin Obsidian; Pumpkin; Velvet Peacock; Velvet Peacock Obsidian; Brown Obsidian Stone; Brown Obsidian; Brown; Red Obsidian Stone; Red Obsidian; Red","Glass + Cristobalite","Rock","5","5.5","Intermediate","120/220 -> 500 -> Polish","Snowflakes can protrude if glass wears faster.","Includes various sheen, lace, and colored obsidians. See specific variety for details. White ""snowflakes"" are Cristobalite (harder)."
"Onyx (Banded)","Silicate","Quartz","Sardonyx","Banded Agate","SiO2","Mineral","6.5","7","Easy","60/90 -> 120/220 -> 500 -> Polish","sometimes confused with soft serpentine. Consistent hardness.","None. Black/White banding;"
"Oolitic Limestone","Sedimentary","","Oolitic Limestone","Oolite Limestone","Calcium Carbonate Oolite","Rock","3.0","4.0","Fragile","220 -> 500 -> Polish","Run only with other soft carbonates with lots of cushioning  Soft; ooids may undercut and pit",""
"Opal (Common/Pink)","Mineraloid/Silicate","Opal","Common Opal","Peruvian Opal/Potch","SiO2·nH2O","Mineraloid","5.5","6.5","Advanced","120/220 -> 500 -> Polish","Do not let barrel get hot; use cushioning media.","keep wet. No ""play of color"" but nice creamy pastels. High water content; heat causes crazing. Mohs Max corrected to 6.5."
"Opal (Green)","Mineraloid/Silicate","Opal","Common Opal","Prase Opal","Hydrated Silica (SiO2 · nH2O)","Mineraloid","5.5","6.5","Advanced","120/220, 500F, Polish (Cerium Oxide or Tin Oxide)","Use abundant ceramic or plastic media for cushioning; run barrels 2/3 to 3/4 full; do not mix with harder materials; check frequently to avoid over-grinding/bruising; avoid extreme heat changes.","Opal is amorphous and can be brittle; the green color is often due to nickel impurities; the absence of 'play-of-color' distinguishes common opal from precious opal."
"Opal (Common/Blue)","Mineraloid/Silicate","Opal","Common Opal","Peruvian Blue Opal/Andean Opal","SiO2·nH2O","Mineraloid","5.5","6.5","Advanced","120/220 -> 500 -> Polish","Same as Pink Opal: use cushioning media; avoid heat.","Similar properties to pink opal, often opaque or translucent blue color."
"Opal (Moss/Dendritic)","Mineraloid/Silicate","Opal","Common Opal","Dendritic Opal","SiO2·nH2O","Mineraloid","5.5","6.5","Moderate","120/220 -> 500F -> Polish","Cushioning helpful. The inclusions do not affect hardness much.","White or clear common opal with fern or tree-like inclusions (dendrites) of manganese/iron oxides."
"Opal (Hyalite)","Mineraloid/Silicate","Opal","Common Opal","Water Opal","SiO2·nH2O","Mineraloid","5.5","6.5","Moderate","120/220 -> 500F -> Polish","Less prone to crazing than other common opals due to lower water content.","Clear, glassy appearance. Polishes well and tumbles easier than opaque common opals."
"Palmoxylon (Petrified Palm Wood)","Petrified Wood","","Palmoxylon","Petrified Palm Wood","Silicified Palm Wood","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","Ensure all soft organic material is removed before polishing.","Distinctive dot/rod patterns; very tough"
"Pearl","Organic","","Pearl","Freshwater Pearl","Nacre (Calcium Carbonate)","Organic","2.5","4.5","Fragile","Polish","very gentle  Soft organic gem;","Specialty tumbling only; easily scratched"
"Peridot","Silicate","Quartz","Olivine","Chrysolite","(Mg;Fe)2SiO4","Mineral","6.5","7","Intermediate","60/90 -> 120/220 -> 500 -> Polish","Check for internal fracturing.","Olive green; usually small nuggets. Tends to be granular/sandy."
"Petrified Limb Cast (Wood Cast Agate)","Petrified Wood","Quartz","Petrified Limb Cast","Limb Cast Agate","Silica-Filled Limb Cast (Agate/Chalcedony)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","Ensure all soft organic material is removed before polishing.","Behaves like agate nodules; very durable"
"Petrified Palm Root","Petrified Wood","","Petrified Palm Root","Palm Root Agate","Silicified Palm Root Stock","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","same hardness as other palmoxylon","Mottled patterns;"
"Petrified Wood","Fossil","Quartz","Agatized Wood","","SiO2 (replacing wood)","Fossil","6.5","7","Easy","60/90 -> 120/220 -> 500 -> Polish","grit hides in wood grain. Hardness depends on how well agatized the wood is. Generally hard but grain can cause uneven wear.","Clean thoroughly;"
"Phoenix Stone","Mixed Rock","","Phoenix Stone","Phoenix Turquoise","Turquoise–Chrysocolla–Malachite Mix","Rock","4.5","6.0","Fragile","220 -> 500 -> Polish","variable hardness","Run gently and do not mix with very hard stones  Mixed copper minerals and host rock;"
"Pietersite","Quartz","Quartz","Tempest Stone","","Brecciated Hawk's Eye","Rock","6.5","7","Easy","60/90 -> 120/220 -> 500 -> Polish","Polish stage critical for chatoyancy.","Swirling blue/gold fibers. Similar to Tiger's Eye but chaotic pattern."
"Pink Granite (Commercial)","Granite","","Pink Granite","Pink Commercial Granite","Granite","Rock","6.0","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","minor undercutting possible","Mixed hardness minerals;"
"Pinolith","Magnesite","","Pinolith","Pine Stone / Pinolite","Magnesite in Dolomite/Graphite","Rock","3.5","4.5","Fragile","220 -> 500 -> Polish","soft","Black and white pine nut patterns;"
"Porcelain","Man-Made","","Porcelain","Porcelain Ceramic","Fired Clay Ceramic","Ceramic","6.0","7.0","Moderate","220 -> 500 -> Polish","Broken porcelain can be tumbled as decorative pieces  Hard but can chip; often used as filler/media",""
"Porphyry","Igneous","","Porphyry","Porphyry Stone","Porphyritic Igneous Rock","Rock","6.0","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","may undercut slightly around phenocrysts","Hard matrix with conspicuous crystals;"
"Prehnite","Silicate","Quartz","Prehnite","Grape Jade","Ca2Al(AlSi3O10)(OH)2","Mineral","6","6.5","Intermediate","120/220 -> 500 -> Polish","Use pellets. Can be brittle.","Pale green; often associated with epidote."
"Puddingstone","Sedimentary","","Puddingstone","Jasper Puddingstone","Jasper and Quartz Conglomerate","Rock","6.5","7.0","Hard","60/90 -> 120/220 -> 500 -> Polish","Cull weakly cemented material  Hard rounded clasts in slightly softer matrix",""
"Pyrite","Sulfide","","Fool's Gold","Iron Pyrite","FeS2","Mineral","6","6.5","Advanced","Not recommended for rotary tumbling","Corrodes tumbler parts; brittle; slurry turns into acid (corrosive).","produces sulfuric acid. Generally not recommended for beginners due to chemistry. Heavy;"
"Quartz (Aventurine)","Quartz","Quartz","Aventurine Quartz","","Quartz","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Quartz with sparkly inclusions; behaves like hard quartz"
"Quartz (Blue Aventurine)","Quartz","Quartz","Blue Aventurine Quartz","","Quartz","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","durable in the barrel","Blue-toned quartz with mica;"
"Quartz (Candle)","Quartz","Quartz","Candle Quartz","","Quartz","Rock","6.5","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","Usually tumbled as broken fragments rather than intact crystals  Etched and “candle wax” surfaces;","fragile terminations"
"Quartz (Cat's Eye)","Quartz","Quartz","Cat's Eye Quartz","","Quartz","Rock","7.0","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","","Chatoyant quartz; best preserved with careful shaping and gentle tumbling"
"Quartz (Chalcopyrite in)","Quartz","Quartz","Chalcopyrite in Quartz","","Quartz with Sulfide Inclusions","Rock","6.5","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","Avoid aggressive coarse grinding that might expose large sulfide patches  Hard quartz host;","sulfide inclusions relatively protected"
"Quartz (Chrysocolla in)","Chrysocolla","Quartz","Chrysocolla in Quartz","Chrysocolla Quartz","Hydrated Copper Silicate in Quartz Matrix","Rock","6.0","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","Quartz-rich host supports softer chrysocolla; minor undercutting possible",""
"Quartz (Clear)","Quartz","Quartz","Rock Crystal","","SiO2","Mineral","7","7","Easy","60/90 -> 120/220 -> 500 -> Polish","Need plenty of small media to polish surfaces. Shows internal flaws/bruises easily.","The classic crystal."
"Quartz (Garden)","Quartz","Quartz","Garden Quartz","Lodolite / Scenic Quartz","Quartz","Rock","6.5","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","","Included quartz; internal “landscape” patterns retained"
"Quartz (Golden Healer)","Quartz","Quartz","Golden Healer Quartz","","Quartz","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Iron-coated/included quartz; behaves like regular quartz"
"Quartz (Green Aventurine)","Quartz","Quartz","Green Aventurine Quartz","","Quartz","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","forgiving in mixed hard loads","Green mica-bearing quartz;"
"Quartz (Harlequin)","Quartz","Quartz","Harlequin Quartz","","Quartz","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Inclusion-bearing quartz; internal color specks remain intact"
"Quartz (Hematoid)","Quartz","Quartz","Hematoid Quartz","Fire Quartz / Ferruginous Quartz","Quartz","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","tough and simple to tumble","Iron-stained or hematite-included quartz;"
"Quartz (Lithium)","Quartz","Quartz","Lithium Quartz","","Quartz","Rock","6.5","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","still Mohs 7","Quartz with subtle coloration and inclusions;"
"Quartz (Lodolite)","Quartz","Quartz","Lodolite Quartz","Garden Quartz / Scenic Quartz","Quartz","Rock","6.5","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","","Behaves like other quartz; inclusions protected inside"
"Quartz (Malaysia)","Quartz","Quartz","Malaysia Jade","Quartz Jade","Quartz or Chalcedony (Often Dyed)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Trade name; mineralogically quartz or chalcedony  Behaves like other quartz-family stones; durable"
"Quartz (Milky)","Quartz","Quartz","Milky Quartz","","Quartz","Rock","7.0","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","takes a good polish with sufficient time","Common massive quartz;"
"Quartz (Red Aventurine)","Quartz","Quartz","Red Aventurine Quartz","","Quartz","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","similar to green in hardness and behavior","Red-brown aventurine;"
"Quartz (Rose)","Quartz","Quartz","Pink Quartz","Love Stone","SiO2","Mineral","7","7","Intermediate","60/90 -> 120/220 -> 500 -> Polish","More cushioning than other quartzes to prevent white bruises. Often has micro-fractures; bruises easily.","Pale pink to deep reddish-pink."
"Quartz (Rutilated)","Quartz","Quartz","Rutile Quartz","Angel Hair","SiO2 + TiO2","Mineral","7","7","Easy","60/90 -> 120/220 -> 500 -> Polish","tumbles like clear quartz.","None. Contains golden needles of Rutile. Needles are inside;"
"Quartz (Scenic)","Quartz","Quartz","Scenic Quartz","Garden Quartz / Lodolite Quartz","Quartz","Rock","6.5","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","","Hard quartz with scenic inclusions; overall durable"
"Quartz (Smoky)","Quartz","Quartz","Smoky Quartz","Smoky Quartz Crystal","Quartz","Rock","7.0","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","chips at edges without cushioning media","Dark quartz;"
"Quartz (Solar)","Quartz","Quartz","Solar Quartz","","Quartz","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Stalactitic slices; dense and durable"
"Quartz (Spirit)","Quartz","Quartz","Spirit Quartz","Cactus Quartz","Quartz","Rock","6.5","7.0","Moderate","220 -> 500 -> Polish","often only lightly tumbled","More often sold as natural clusters; tumbling limited to very small pieces  Clustered crystal points;"
"Quartz (Strawberry)","Quartz","Quartz","Strawberry Quartz","Strawberry Quartz Crystal","Quartz","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Inclusion-bearing quartz; handles like other quartz"
"Quartz (Tangerine)","Quartz","Quartz","Tangerine Quartz","","Quartz","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Minimize aggressive coarse stages to preserve external color  Orange iron-stained quartz; color is largely surface-related"
"Que Sera","Rhyolite","","Que Sera","Blue Liberite","Rhyolite with Quartz/Feldspar/Kaolinite","Rock","6.0","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","","Mixed mineral conglomerate; durable"
"Rhodochrosite","Carbonate","","Inca Rose","Raspberry Spar","MnCO3","Mineral","3.5","4","Advanced","120/220 -> 500 -> Polish","Undercuts easily; white bands are softer. Soft;","Pink/Red with white zigzag bands. beautiful banding; costly."
"Rhodonite","Silicate","Quartz","Pink Marble (incorrect)","","MnSiO3","Mineral","5.5","6.5","Intermediate","60/90 -> 120/220 -> 500 -> Polish","Can be slightly grainy in coarse stages. Black veins can have different hardness.","Pink with black manganese oxides."
"Rhyolite","Rhyolite","","Rhyolite","Rhyolite Stone","Volcanic Rock (Rhyolite)","Rock","6.0","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","Cull soft or highly porous chunks for best results  Fine-grained;","some pieces porous or vuggy"
"Rhyolite (Rainforest)","Igneous","","Rainforest Jasper","Lava Rock; Ryholite","Silica-rich Volcanic","Rock","6","7","Easy","60/90 -> 120/220 -> 500 -> Polish","Check for pits.","Green/Brown patterns; essentially volcanic granite equivalent. Variable texture; some porous spots."
"Rock Crystal","Quartz","Quartz","Rock Crystal","","Quartz","Rock","7.0","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","chips at points if not cushioned","Colorless quartz;"
"Ruby","Corundum","Corundum","Ruby","Red Corundum","Aluminum Oxide","Rock","9.0","9.0","Very Hard","80/120 -> 220 -> 500 -> Polish","Takes a long time to shape; diamond grit recommended  Red;","extremely hard"
"Ruby (in Zoisite)","Metamorphic","","Anyolite","","Al2O3 in Ca2Al3(SiO4)3(OH)","Rock","6.5","9.0","Advanced","220 -> 500 -> Polish","Check often; mixed hardness (ruby vs zoisite) causes undercutting; use plenty of plastic pellets.","Green zoisite with red ruby inclusions; run gently and accept some undercutting."
"Ruby (Star) / Sapphire (Low Grade)","Oxide","","Corundum","","Al2O3","Mineral","9","9","Expert","Diamond Grit Only","Requires Diamond paste/powder to polish. Standard Silicon Carbide grit (Mohs 9. standard grit won't cut it.","5) barely cuts it. Extremely hard;"
"Ruby in Fuchsite","Metamorphic","","Ruby in Fuchsite","Ruby Fuchsite","Fuchsite-Rich Metamorphic Rock with Corundum","Rock","5.0","7.0","Fragile","220 -> 500 -> Polish","Use very gentle, cushioned loads; accept some texture  Mixed hardness; softer fuchsite undercuts around ruby",""
"Ruby in Zoisite (Anyolite)","Metamorphic","","Ruby in Zoisite","Anyolite","Zoisite with Corundum Inclusions","Rock","6.5","7.0","Hard","60/90 -> 120/220 -> 500 -> Polish","","Hard green zoisite with ruby crystals; durable overall"
"Russian Amazonite","Feldspar","Feldspar","Russian Amazonite","","Microcline Feldspar","Rock","6.0","6.5","Moderate","60/90 -> 120/220 -> 500 -> Polish","cleavage-prone","Behaves like other amazonite;"
"Sapphire","Corundum","Corundum","Sapphire","Blue Corundum","Aluminum Oxide","Rock","9.0","9.0","Very Hard","80/120 -> 220 -> 500 -> Polish","Takes a long time to shape; diamond grit recommended  Blue/Multi;","extremely hard"
"Sard","Agate","Quartz","Sard","Sard Stone","Chalcedony (Microcrystalline Quartz)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Brownish chalcedony; behaves like other agate/chalcedony"
"Sardonyx","Agate","Quartz","Sardonyx","","Chalcedony (Microcrystalline Quartz)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","takes a fine polish","Banded sard and onyx;"
"Septarian","Sedimentary","","Dragon Stone","","Calcite + Aragonite + Mudstone","Rock","3","4","Advanced","120/220 -> 500 -> Polish","Mudstone (soft) + Calcite (soft) + Aragonite (soft).","Different minerals wear at slightly different rates. Nodules with yellow ""teeth"" patterns."
"Seraphinite","Silicate","Quartz","Clinochlore","Angel Wing","Mg5Al(AlSi3O10)(OH)8","Mineral","2","2.5","Expert","Hand Polish/Vibro","Too soft for rotaries;","Mica group mineral; falls apart. Green with silver feathers. flaky."
"Serpentine","Silicate","Quartz","Serpentine","New Jade","(Mg; Fe)3Si2O5(OH)4","Mineral","3","5","Advanced","Fine Grits Only","check daily. often confused with Jade but much softer. Very soft;","Runs very fast; Green; greasy feel."
"Serpentine (Chinese)","Serpentine","","China Jade","Chinese Serpentine","Serpentine-Type Rock","Rock","3.5","5.0","Fragile","220 -> 500 -> Polish","run with other soft stones  Soft to medium;","Generic name for serpentine sold as jade; can show scratches and orange-peel finish"
"Serpentine (Korean)","Serpentine","","Korean Jade","Korean Serpentine","Serpentine or Bowenite-Type Rock","Rock","3.5","5.0","Fragile","220 -> 500 -> Polish","Treat as serpentine-type material rather than true jade  Mixed hardness; may bruise or undercut",""
"Serpentine (Leopard Skin)","Metamorphic","","Leopard Skin Serpentine","Leopard Serpentine","Serpentine-Rich Metamorphic Rock","Rock","3.0","4.0","Fragile","220 -> 500 -> Polish","Treat like soft serpentine; gentle tumbling  Soft, sometimes waxy; spots and veins undercut",""
"Serpentine (New Jade)","Serpentine","","New Jade","Serpentine Jade","Serpentine (Often Bowenite-Type)","Rock","3.0","4.5","Fragile","220 -> 500 -> Polish","Run only with similarly soft stones; avoid long coarse stages  Soft and sometimes waxy; can orange-peel in polish",""
"Serpentine (Olive)","Serpentine","","Olive Jade","Olive Serpentine","Serpentine or Grossular-Rich Rock","Rock","4.0","6.5","Fragile","220 -> 500 -> Polish","mixed hardness","Composition varies by seller; test small batch first  Behavior varies with composition;"
"Shattuckite","Shattuckite","","Shattuckite","Shattuckite Stone","Hydrated Copper Silicate","Rock","3.5","4.0","Fragile","220 -> 500 -> Polish","Very gentle runs with abundant cushioning media recommended  Soft and somewhat fibrous;","edges break down easily"
"Shiva Lingam","Sedimentary","","Cryptocrystalline Quartz","","Quartz + Iron Oxide","Rock","7","7","Easy","60/90 -> 120/220 -> 500 -> Polish","Usually kept in natural shape. From Narmada River Naturally river tumbled shapes.",""
"Shiva Shell","Organic","","Shiva Shell","Pacific Cat's Eye / Operculum","Snail Operculum","Organic","3.0","4.0","Fragile","220 -> 500 -> Polish","soft carbonate","Protective door of a sea snail; treat as shell  Natural spiral pattern;"
"Shungite","Metamorphic","","Shungite","","Carbon-Rich Metamorphic Rock","Rock","3.5","4.0","Fragile","220 -> 500 -> Polish","slurry can stain  Soft and sooty;","Run separately from light-colored stones; edges round quickly"
"Silicon Carbide Grit","Man-Made","","Silicon Carbide Grit","SiC Grit / Carborundum","Silicon Carbide","Abrasive","9.0","9.0","Very Hard","60/90 -> 120/220 -> 500","Standard tumbling grit; not a specimen but essential consumable  Primary abrasive for coarse/fine stages",""
"Sinter (Calcareous)","Sedimentary","","Travertine","Tufa","CaCO3","Rock","3","3.5","Advanced","500 -> Polish","Must be sealed with epoxy before polishing to reduce pitting.","Commonly forms around hot springs. Very porous; pits easily."
"Smithsonite","Carbonate","","Smithsonite","Zinc Spar","Zinc Carbonate","Rock","4.0","4.5","Fragile","220 -> 500 -> Polish","soft","Botryoidal or massive;"
"Sodalite","Silicate","Quartz","Blue Stone","Poor Man's Lapis","Na8(Al6Si6O24)Cl2","Mineral","5.5","6","Intermediate","120/220 -> 500 -> Polish","Needs good cushioning to avoid bruising. Softer than quartz;","Deep blue with white calcite veins. oranges peel texture common."
"Sodalite (African)","Sodalite","Sodalite","African Sodalite","African Blue Sodalite","Sodium Aluminum Silicate Chloride","Rock","5.5","6.0","Moderate","120/220 -> 500 -> Polish","","Behaves like other sodalite; generally darker and richer blue"
"Sodalite (Fluorescent)","Sodalite-Bearing Rock","","Fluorescent Sodalite","UV Sodalite","Syenite or Sodalite-Rich Rock","Rock","5.5","6.0","Moderate","120/220 -> 500 -> Polish","","Behaves like other sodalite-bearing rocks; UV-active"
"Sodalite (Lake Superior)","Syenite (igneous rock)","Sodalite (within rock matrix)","Fluorescent Sodalite-bearing Syenite, Hackmanite variety (if tenebrescent)","Yooperlite® (trademarked name), Glowdalite, Glowing Rock","Na₈(Al₆Si₆O₂₄)Cl₂ (Sodalite mineral)","Rock/Mineral","5.5","6","Difficult (uneven hardness and composition)","Not recommended for standard tumbling; use specialized techniques or gentle polish on sodalite components","Sodalite is softer than the surrounding syenite matrix, leading to uneven wear and pitting in a tumbler. Material fluoresces bright orange/yellow under a 365nm UV light.","Yooperlite is the trademarked name for these specific rocks found along Lake Superior shores; material is naturally tumbled by wave action."
"Sodalite (Sunset)","Sodalite","Sodalite","Sunset Sodalite","Orange Sodalite","Sodium Aluminum Silicate Chloride with Feldspar/Calcite","Rock","5.5","6.0","Moderate","120/220 -> 500 -> Polish","mixed hardness","Blue sodalite with orange/brown patches;"
"Spinel","Spinel","","Spinel","Spinel Gem","Magnesium Aluminum Oxide","Rock","8.0","8.0","Very Hard","80/120 -> 220 -> 500 -> Polish","Consider diamond abrasives in coarse stage for efficiency  Extremely hard; slow to shape",""
"Spinell","Oxide","","Black Spinel","Balas Ruby","MgAl2O4","Mineral","8","8","Advanced","60/90 -> 120/220 -> 500 -> Polish","slow to shape.","Similar to Topaz. Durable and takes high shine. Very hard;"
"Stromatolite","Fossil","","Algal Fossil","Conophyton","Calcite/Dolomite layers","Fossil","3","4","Advanced","120/220 -> 500 -> Polish","Check for separation often. Soft;","The oldest known macro-fossils. not to be confused with hard ""Kambaba Jasper. "" Layered structure prone to separation/flaking."
"Sugilite","Silicate","Quartz","Royal Azel","Luvulite","Complex Silicate","Mineral","6","6.5","Intermediate","120/220 -> 500 -> Polish","","Preserve mass due to cost. Vibrant purple. Rare/Expensive; Manganese rich."
"Sunstone","Feldspar","Feldspar","Sunstone","Heliolite","Oligoclase","Mineral","6","6.5","Intermediate","120/220 -> 500 -> Polish","Cushioning required. cleavage prone.","Orange/Red with glittery copper inclusions. Schiller effect;"
"Sunstone (Oregon)","Feldspar","Feldspar","Clear Sunstone","Heliolite","Oligoclase","Mineral","6","7","Intermediate","120/220 -> 500 -> Polish","Can be clear Higher hardness than regular Sunstone.","The schiller (flash) is often caused by copper platelets."
"Sunstone (Tanzania)","Feldspar","Feldspar","Tanzania Sunstone","Tanzanian Sunstone","Plagioclase Feldspar (Sunstone)","Rock","6.0","6.5","Moderate","60/90 -> 120/220 -> 500 -> Polish","Prone to flashing/cracking along cleavage planes. Use plenty of cushioning. Avoid aggressive coarse grind.","Behaves like other sunstone feldspars; usually cabbed"
"Super Seven","Quartz","Quartz","Super Seven","Melody Stone","Quartz with 7 Minerals","Rock","7.0","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Quartz with multiple inclusions; durable"
"Tanzanite","Zoisite","Zoisite","Tanzanite","Blue Zoisite","Blue/Violet Zoisite","Rock","6.0","6.5","Moderate","220 -> 500 -> Polish","Only low-grade opaque material is typically tumbled  Gem variety of zoisite; cleavage prone",""
"Tektite","Tektite","","Tektite","Meteorite Glass","Natural Glass (Impactite)","Rock","5.0","6.0","Moderate","220 -> 500 -> Polish","brittle","Black pitted glass;"
"Tektite (Indochinite)","Tektite","","Black Tektite","Meteorite Glass","Silica Glass","Tektite","5.5","6.5","Intermediate","120/220 -> 500 -> Polish","Tumble briefly to keep pits long for smooth.","Pitted surface (distinctive)."
"Thulite","Silicate","Quartz","Pink Zoisite","Rosaline","Ca2Al3(SiO4)3(OH)","Rock","6","6.5","Intermediate","60/90 -> 120/220 -> 500 -> Polish","","Can be slightly porous looking. The pink version of Zoisite. Granular texture."
"Tiffany Stone","Rock","","Bertrandite","Ice Cream Opal","Fluorite/Opal/Bertrandite","Rock","4","6","Advanced","120/220 -> 500 -> Polish","Contains Beryllium dust (toxic if dry grinding). Mixed hardness;","Purple/White swirls; mostly from Utah. fragile."
"Tiger Iron","Metamorphic","","Tiger Iron","Tigers Iron","Banded Iron Formation (Jasper–Hematite–Tiger's Eye)","Rock","6.5","7.0","Hard","60/90 -> 120/220 -> 500 -> Polish","mixes multiple hard phases","Best in dedicated hard-stone loads; heavy material  Extremely tough;"
"Tiger's Eye","Quartz","Quartz","Chatoyant Quartz","","SiO2 (Pseudomorph)","Mineral","7","7","Easy","60/90 -> 120/220 -> 500 -> Polish","Polish stage is critical for the ""eye"" effect. Fibrous structure requires good polish for chatoyancy.","Golden/Brown bands; Blue variety is Hawk's Eye."
"Tiger's Eye (Blue)","Quartz","Quartz","Blue Tiger's Eye","Hawk's Eye","Quartz (Pseudomorph after Crocidolite)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Behaves like Tiger's Eye; blue chatoyance"
"Topaz","Silicate","Quartz","Silver Topaz","","Al2SiO4(F;OH)2","Mineral","8","8","Advanced","60/90 -> 120/220 -> 500 -> Polish","Takes a long time to shape. perfect cleavage (splits).","Harder than quartz; very slow process. Very hard;"
"Tourmaline (Black)","Silicate","Quartz","Schorl","","Complex Borosilicate","Mineral","7","7.5","Advanced","120/220 -> 500 -> Polish","difficult to get a smooth rounded stone. Brittle; tends to crumble rather than smooth.","Often messy; Commonly found in quartz matrix."
"Tourmaline Mix","Tourmaline","Tourmaline","Tourmaline Mix","Mixed Tourmaline","Tourmaline Group","Rock","7.0","7.5","Hard","80/120 -> 220 -> 500 -> Polish","Small, included crystals are sometimes tumbled for color mixes  Mixed colors and qualities;","all hard and durable"
"Travertine","Sedimentary","","Travertine","Travertine Limestone","Layered Calcium Carbonate","Rock","3.0","4.0","Fragile","220 -> 500 -> Polish","Rinse thoroughly between stages; pores trap grit and slurry","porcelain-like, not mirror glass  Porous;"
